user,login_count,logoff_count,usb_connect_count,usb_disconnect_count,email_count,file_activity_count,unique_pc_count,after_hours_login,weekend_activity,attachment_count
NCK0421,692,346,0.0,0.0,2995,0.0,1,151.0,0.0,0.0
NCO0666,972,350,0.0,0.0,3028,0.0,2,157.0,0.0,906.0
NDM0417,1161,441,692.0,687.0,3044,1284.0,2,171.0,0.0,1211.0
NGC0058,984,492,175.0,175.0,3713,200.0,36,483.0,202.0,1113.0
NGF0157,1261,466,143.0,141.0,3540,305.0,2,497.0,164.0,1062.0
NGO0690,968,346,0.0,0.0,3017,0.0,1,212.0,0.0,921.0
NHE0919,958,346,0.0,0.0,3037,0.0,1,346.0,0.0,1241.0
NHH0185,710,355,0.0,0.0,1006,0.0,10,352.0,0.0,116.0
NIH0969,974,347,0.0,0.0,330,0.0,2,347.0,0.0,96.0
NJB0243,752,376,0.0,0.0,3045,0.0,2,157.0,0.0,284.0
NJC0705,692,346,0.0,0.0,337,0.0,1,346.0,0.0,37.0
NKH0807,692,346,0.0,0.0,3028,0.0,1,346.0,0.0,597.0
NKH0979,1163,441,0.0,0.0,3735,0.0,3,415.0,0.0,1534.0
NKP0236,710,355,123.0,123.0,2993,299.0,1,177.0,0.0,310.0
NLO0131,692,346,0.0,0.0,335,0.0,1,0.0,0.0,0.0
NMB0972,692,346,0.0,0.0,336,0.0,1,346.0,0.0,38.0
NMC0486,692,346,0.0,0.0,5044,0.0,1,0.0,0.0,0.0
NMF0780,692,346,0.0,0.0,1000,0.0,1,0.0,0.0,418.0
NMG0766,692,346,0.0,0.0,1002,0.0,1,0.0,0.0,109.0
NMS0280,908,454,155.0,152.0,1260,321.0,19,0.0,178.0,375.0
NNA0610,692,346,0.0,0.0,5045,0.0,1,168.0,0.0,0.0
NNS0059,692,346,0.0,0.0,3033,0.0,1,345.0,0.0,1214.0
NOB0181,1531,570,527.0,520.0,1368,1703.0,3,503.0,390.0,426.0
NRD0548,612,306,0.0,0.0,2635,0.0,1,138.0,0.0,0.0
NRF0137,692,346,0.0,0.0,334,0.0,1,0.0,0.0,0.0
NRO0768,644,322,0.0,0.0,941,0.0,1,0.0,0.0,94.0
NSC0597,726,363,0.0,0.0,333,0.0,3,0.0,0.0,109.0
NSS0876,692,346,0.0,0.0,4962,0.0,1,346.0,0.0,0.0
NUL0471,958,346,0.0,0.0,333,0.0,1,158.0,0.0,132.0
NWK0215,1356,503,0.0,0.0,5547,0.0,1,551.0,294.0,1672.0
NWT0098,638,319,653.0,646.0,2829,702.0,1,319.0,0.0,578.0
OBH0499,1469,562,3706.0,3689.0,6229,594.0,2,71.0,280.0,1837.0
OCB0805,692,346,0.0,0.0,3028,0.0,1,0.0,0.0,318.0
OCS0865,1005,369,659.0,651.0,5347,873.0,2,352.0,0.0,2161.0
OHC0973,692,346,0.0,0.0,334,0.0,1,346.0,0.0,0.0
OJK0233,692,346,0.0,0.0,3041,0.0,1,349.0,0.0,591.0
OKB0439,692,346,0.0,0.0,3044,0.0,1,166.0,0.0,1178.0
OKC0107,692,346,0.0,0.0,3007,0.0,1,0.0,0.0,619.0
OLB0749,196,98,0.0,0.0,1444,0.0,1,54.0,0.0,0.0
OLF0504,692,346,0.0,0.0,5032,0.0,1,0.0,0.0,0.0
OLW0689,959,346,714.0,704.0,3025,1242.0,1,188.0,0.0,1188.0
OMM0944,692,346,0.0,0.0,336,0.0,1,346.0,0.0,0.0
OMS0101,692,346,0.0,0.0,3022,0.0,1,346.0,0.0,599.0
ONL0276,692,346,0.0,0.0,3018,0.0,1,346.0,0.0,303.0
ONW0083,692,346,0.0,0.0,3002,0.0,1,157.0,0.0,632.0
OQH0183,692,346,0.0,0.0,1004,0.0,1,346.0,0.0,96.0
ORB0473,692,346,0.0,0.0,333,0.0,1,164.0,0.0,132.0
ORG0339,692,346,0.0,0.0,1023,0.0,1,346.0,0.0,110.0
ORM0669,870,435,0.0,0.0,3019,0.0,2,176.0,0.0,1193.0
OSH0655,692,346,0.0,0.0,1014,0.0,1,346.0,0.0,220.0
OYM0026,754,377,0.0,0.0,2994,0.0,3,0.0,0.0,297.0
PAD0773,1119,421,124.0,123.0,1012,2558.0,3,0.0,0.0,115.0
PBP0002,692,346,0.0,0.0,3629,0.0,1,151.0,0.0,0.0
PDH0716,1024,373,677.0,670.0,337,1723.0,3,354.0,0.0,128.0
PDW0259,1039,386,0.0,0.0,2998,0.0,40,379.0,0.0,309.0
PES0085,960,346,0.0,0.0,3694,0.0,1,346.0,0.0,1489.0
PEV0323,1100,414,0.0,0.0,5304,0.0,3,443.0,14.0,1593.0
PGC0066,692,346,0.0,0.0,3676,0.0,1,156.0,0.0,737.0
PGH0184,635,229,0.0,0.0,673,0.0,1,229.0,0.0,276.0
PGO0433,692,346,0.0,0.0,2993,0.0,1,164.0,0.0,637.0
PID0426,902,451,0.0,0.0,3001,0.0,19,317.0,15.0,898.0
PIS0522,1123,431,0.0,0.0,994,0.0,3,0.0,0.0,390.0
PKB0281,692,346,0.0,0.0,3021,0.0,1,0.0,0.0,0.0
PKB0429,692,346,0.0,0.0,3022,0.0,1,157.0,0.0,614.0
PLH0715,692,346,0.0,0.0,332,0.0,1,346.0,0.0,70.0
PLH0862,692,346,0.0,0.0,5044,0.0,1,346.0,0.0,0.0
PMC0328,967,346,670.0,664.0,1003,656.0,1,346.0,0.0,314.0
PMJ0564,1211,469,0.0,0.0,3014,0.0,2,52.0,2.0,1196.0
PMV0850,1077,406,376.0,372.0,340,490.0,3,388.0,0.0,38.0
PNH0761,870,435,121.0,121.0,992,2106.0,3,99.0,11.0,113.0
PNL0301,312,156,330.0,323.0,164,296.0,1,0.0,0.0,36.0
POB0343,692,346,0.0,0.0,1009,0.0,1,346.0,0.0,0.0
PPF0435,588,294,27.0,27.0,2759,1.0,1,146.0,0.0,281.0
PRM0740,692,346,0.0,0.0,4999,0.0,1,158.0,0.0,0.0
PSF0133,380,190,408.0,405.0,200,449.0,1,0.0,0.0,0.0
PTH0552,957,346,0.0,0.0,3018,0.0,1,156.0,0.0,895.0
PTH0830,850,425,0.0,0.0,411,0.0,1,425.0,148.0,43.0
QCH0110,610,305,0.0,0.0,884,0.0,1,0.0,0.0,0.0
QJR0688,966,483,401.0,397.0,3532,1069.0,5,198.0,40.0,1085.0
QNF0205,692,346,0.0,0.0,3670,0.0,1,346.0,0.0,369.0
QNP0216,2814,1407,0.0,0.0,3710,0.0,639,2026.0,0.0,0.0
QOS0878,406,158,239.0,237.0,1547,127.0,9,120.0,88.0,618.0
QPM0727,692,346,0.0,0.0,4991,0.0,1,154.0,0.0,0.0
QRM0739,730,365,2989.0,2973.0,5400,8401.0,3,146.0,0.0,1665.0
QSV0778,692,346,0.0,0.0,1011,0.0,1,0.0,0.0,0.0
RAB0589,707,275,4.0,4.0,191,2.0,9,8.0,2.0,67.0
RAG0275,692,346,0.0,0.0,2993,0.0,1,346.0,0.0,598.0
RAH0440,692,346,0.0,0.0,3024,0.0,1,156.0,0.0,0.0
RAM0447,1255,449,0.0,0.0,432,0.0,1,205.0,276.0,133.0
RAR0725,342,171,348.0,348.0,176,355.0,1,171.0,0.0,24.0
RAS0432,949,346,0.0,0.0,2984,0.0,1,163.0,0.0,1176.0
RAW0915,1203,441,438.0,434.0,3490,459.0,28,414.0,147.0,1060.0
RBB0485,692,346,0.0,0.0,5019,0.0,1,0.0,0.0,0.0
RCC0617,692,346,0.0,0.0,5053,0.0,1,141.0,0.0,0.0
RCP0785,692,346,0.0,0.0,1004,0.0,1,0.0,0.0,0.0
RDM0115,692,346,0.0,0.0,3677,0.0,1,346.0,0.0,754.0
RDM0150,692,346,0.0,0.0,1679,0.0,1,0.0,0.0,168.0
RDT0424,1108,418,359.0,351.0,3012,464.0,3,175.0,0.0,913.0
RFP0380,692,346,0.0,0.0,2996,0.0,1,156.0,0.0,654.0
RGG0064,627,226,6.0,6.0,1900,12.0,1,229.0,0.0,734.0
RGH0728,562,281,0.0,0.0,4114,0.0,1,135.0,0.0,810.0
RGN0408,691,346,0.0,0.0,3026,0.0,1,172.0,0.0,1197.0
RHC0335,692,346,0.0,0.0,1006,0.0,1,346.0,0.0,0.0
RHL0992,504,183,370.0,365.0,1575,370.0,4,181.0,0.0,479.0
RHO0732,1358,545,690.0,684.0,5015,855.0,3,312.0,11.0,1497.0
RHP0484,1030,377,0.0,0.0,5302,0.0,3,0.0,0.0,539.0
RHY0079,716,358,0.0,0.0,6102,0.0,2,0.0,0.0,605.0
RIH0777,692,346,0.0,0.0,996,0.0,1,0.0,0.0,199.0
RJB0088,692,346,0.0,0.0,3002,0.0,1,346.0,0.0,0.0
RJM0381,728,364,0.0,0.0,3024,0.0,3,155.0,0.0,1213.0
RKD0604,308,154,20.0,20.0,2179,49.0,1,89.0,1.0,207.0
RKF0164,670,335,0.0,0.0,2926,0.0,1,335.0,0.0,869.0
RLB0719,728,364,0.0,0.0,331,0.0,1,381.0,3.0,109.0
RLG0856,1021,370,371.0,367.0,4908,334.0,1,394.0,5.0,1442.0
RMS0266,692,346,0.0,0.0,3002,0.0,1,346.0,0.0,0.0
RMW0542,322,161,373.0,370.0,1406,330.0,1,79.0,0.0,0.0
RNF0765,692,346,0.0,0.0,993,0.0,1,0.0,0.0,0.0
RNL0695,960,346,0.0,0.0,3029,0.0,1,212.0,0.0,610.0
RNP0211,971,346,1073.0,1056.0,4664,2638.0,1,346.0,0.0,1869.0
ROB0272,691,346,0.0,0.0,3002,0.0,1,345.0,0.0,0.0
RRA0938,954,346,0.0,0.0,3017,0.0,1,346.0,0.0,1205.0
RRC0553,212,77,81.0,80.0,675,1342.0,2,40.0,35.0,67.0
RRP0568,1017,368,381.0,376.0,2989,1450.0,2,0.0,0.0,917.0
RSC0089,1350,535,2896.0,2880.0,3208,865.0,27,506.0,66.0,960.0
RSM0277,1205,465,393.0,387.0,2993,393.0,3,410.0,0.0,904.0
RTO0313,1167,445,0.0,0.0,5015,0.0,2,477.0,14.0,1501.0
RUM0880,1053,393,701.0,697.0,5004,2199.0,2,413.0,8.0,1991.0
RVC0232,692,346,0.0,0.0,3068,0.0,1,353.0,0.0,609.0
RVF0201,1001,366,345.0,342.0,3692,252.0,2,352.0,0.0,1090.0
RYB0718,692,346,0.0,0.0,336,0.0,1,346.0,0.0,69.0
RZC0746,1453,528,0.0,0.0,6893,0.0,10,222.0,374.0,2089.0
SAA0999,985,355,2992.0,2979.0,3016,8468.0,2,346.0,0.0,916.0
SAB0781,968,346,369.0,364.0,1003,1441.0,1,0.0,0.0,398.0
SAC0592,960,346,0.0,0.0,341,0.0,1,0.0,0.0,129.0
SAC0687,692,346,0.0,0.0,3034,0.0,1,346.0,0.0,299.0
SAH0599,692,346,0.0,0.0,334,0.0,1,0.0,0.0,75.0
SAK0375,2828,1414,0.0,0.0,3649,0.0,629,1700.0,0.0,1439.0
SAP0867,292,146,0.0,0.0,2138,0.0,1,146.0,0.0,0.0
SAT0194,692,346,0.0,0.0,3649,0.0,1,0.0,0.0,747.0
SBD0913,692,346,0.0,0.0,1008,0.0,1,346.0,0.0,394.0
SBH0537,1080,386,140.0,138.0,4812,428.0,1,0.0,85.0,1431.0
SBK0161,1150,443,0.0,0.0,6001,0.0,3,13.0,0.0,1836.0
SBN0495,692,346,0.0,0.0,5107,0.0,1,0.0,0.0,1004.0
SBN0866,744,372,377.0,374.0,5047,5864.0,1,398.0,3.0,1543.0
SBN0971,898,449,176.0,174.0,434,577.0,1,449.0,188.0,135.0
SBQ0786,692,346,0.0,0.0,4659,0.0,1,0.0,0.0,978.0
SCB0534,692,346,0.0,0.0,1014,0.0,1,0.0,0.0,0.0
SCF0608,692,346,0.0,0.0,5377,0.0,1,165.0,0.0,529.0
SCP0130,918,459,717.0,710.0,1001,1615.0,2,0.0,0.0,387.0
SDB0106,1120,424,0.0,0.0,3031,0.0,3,0.0,0.0,902.0
SDF0017,692,346,0.0,0.0,3690,0.0,1,167.0,0.0,754.0
SDO0170,953,346,0.0,0.0,5016,0.0,1,346.0,0.0,1496.0
SED0886,1172,454,0.0,0.0,1014,0.0,2,56.0,6.0,325.0
SEJ0677,352,176,0.0,0.0,1535,0.0,1,78.0,0.0,0.0
SER0165,692,346,0.0,0.0,3699,0.0,1,346.0,0.0,0.0
SES0477,968,346,0.0,0.0,5005,0.0,1,0.0,0.0,2004.0
SGB0140,1189,461,0.0,0.0,336,0.0,3,0.0,0.0,130.0
SGG0787,948,346,0.0,0.0,4651,0.0,1,346.0,0.0,1827.0
SGM0021,971,346,1039.0,1030.0,3682,2596.0,1,346.0,0.0,1107.0
SGS0268,692,346,0.0,0.0,3026,0.0,1,346.0,0.0,310.0
SHR0334,692,346,0.0,0.0,1011,0.0,1,346.0,0.0,0.0
SHW0578,692,346,0.0,0.0,333,0.0,1,0.0,0.0,81.0
SIJ0661,692,346,0.0,0.0,4681,0.0,1,154.0,0.0,442.0
SJC0333,914,457,0.0,0.0,1011,0.0,2,367.0,0.0,415.0
SJF0094,692,346,0.0,0.0,3360,0.0,1,346.0,0.0,1024.0
SJO0209,1227,474,133.0,131.0,4775,372.0,3,387.0,0.0,1895.0
SJW0451,692,346,0.0,0.0,339,0.0,1,174.0,0.0,0.0
SKG0759,692,346,0.0,0.0,1002,0.0,1,0.0,0.0,406.0
SLB0049,692,346,0.0,0.0,6061,0.0,1,0.0,0.0,1295.0
SLP0762,692,346,0.0,0.0,1002,0.0,1,0.0,0.0,196.0
SLT0907,346,173,0.0,0.0,499,0.0,1,0.0,0.0,104.0
SMB0804,692,346,0.0,0.0,3039,0.0,1,0.0,0.0,0.0
SMH0291,1541,584,0.0,0.0,467,0.0,3,0.0,402.0,57.0
SMW0084,692,346,0.0,0.0,3044,0.0,1,159.0,0.0,647.0
SMY0792,1102,416,380.0,378.0,3021,1209.0,20,0.0,0.0,890.0
SNC0187,600,300,126.0,125.0,876,2321.0,1,300.0,0.0,266.0
SNS0129,692,346,0.0,0.0,3717,0.0,1,346.0,0.0,765.0
SOB0360,1780,890,0.0,0.0,2436,0.0,479,1059.0,0.0,0.0
SOB0586,692,346,0.0,0.0,331,0.0,1,0.0,0.0,0.0
SOF0808,692,346,0.0,0.0,3027,0.0,1,346.0,0.0,602.0
SOG0411,692,346,0.0,0.0,3003,0.0,1,154.0,0.0,1204.0
SPA0141,1102,414,0.0,0.0,3635,0.0,1,474.0,14.0,1482.0
SRH0155,1212,470,0.0,0.0,3892,0.0,3,441.0,45.0,1139.0
SRS0231,692,346,0.0,0.0,3024,0.0,1,411.0,0.0,314.0
SSG0250,972,346,0.0,0.0,3015,0.0,1,156.0,0.0,1218.0
SSH0799,1209,472,0.0,0.0,3001,0.0,3,0.0,0.0,598.0
SSJ0784,1453,545,0.0,0.0,1291,0.0,1,169.0,326.0,382.0
SSR0278,392,196,0.0,0.0,1688,0.0,1,0.0,0.0,0.0
SSS0345,692,346,0.0,0.0,1011,0.0,1,346.0,0.0,0.0
SVL0803,692,346,0.0,0.0,3033,0.0,1,0.0,0.0,327.0
SVL0940,692,346,0.0,0.0,2991,0.0,1,346.0,0.0,602.0
SVS0871,1208,470,0.0,0.0,5038,0.0,3,368.0,0.0,2005.0
SXM0895,692,346,0.0,0.0,1003,0.0,1,0.0,0.0,103.0
TAC0300,692,346,0.0,0.0,344,0.0,1,0.0,0.0,0.0
TAP0551,664,247,5.0,5.0,1960,21.0,3,118.0,2.0,584.0
TBT0461,692,346,0.0,0.0,339,0.0,1,161.0,0.0,76.0
TCD0009,692,346,0.0,0.0,3674,0.0,1,0.0,0.0,756.0
TDG0962,1220,473,0.0,0.0,336,0.0,2,365.0,0.0,102.0
TDJ0998,968,346,0.0,0.0,3013,0.0,1,346.0,0.0,626.0
TDS0984,1323,487,174.0,172.0,3735,3378.0,39,443.0,252.0,386.0
TEB0251,1004,368,0.0,0.0,3029,0.0,2,148.0,0.0,902.0
TEM0093,494,247,0.0,0.0,2158,0.0,1,247.0,0.0,417.0
TEM0977,692,346,0.0,0.0,3694,0.0,1,167.0,0.0,0.0
TET0621,938,469,0.0,0.0,5032,0.0,3,164.0,0.0,1993.0
THD0448,692,346,0.0,0.0,334,0.0,1,163.0,0.0,34.0
THR0873,740,370,2742.0,2724.0,5032,8525.0,2,378.0,2.0,1566.0
TIW0299,692,346,0.0,0.0,337,0.0,1,0.0,0.0,79.0
TJB0302,692,346,0.0,0.0,334,0.0,1,0.0,0.0,37.0
TJD0996,692,346,0.0,0.0,3015,0.0,1,346.0,0.0,1212.0
TJG0582,692,346,0.0,0.0,336,0.0,1,0.0,0.0,0.0
TLH0648,692,346,0.0,0.0,1011,0.0,1,346.0,0.0,0.0
TLK0993,692,346,0.0,0.0,3014,0.0,1,346.0,0.0,0.0
TLM0797,692,346,0.0,0.0,3009,0.0,1,0.0,0.0,1166.0
TMA0069,692,346,0.0,0.0,3057,0.0,1,164.0,0.0,608.0
TNM0961,772,295,494.0,490.0,247,526.0,3,290.0,0.0,88.0
TOR0193,1007,368,0.0,0.0,3640,0.0,3,0.0,0.0,1510.0
TPH0474,692,346,0.0,0.0,388,0.0,1,169.0,0.0,0.0
TQS0212,704,352,0.0,0.0,4661,0.0,7,352.0,0.0,1407.0
TRK0914,691,346,0.0,0.0,3002,0.0,1,346.0,0.0,623.0
TSB0437,692,346,0.0,0.0,1020,0.0,1,163.0,0.0,110.0
TSG0906,954,346,0.0,0.0,1008,0.0,1,0.0,0.0,421.0
TSM0363,2794,1397,0.0,0.0,3629,0.0,624,1701.0,0.0,752.0
TSM0927,692,346,0.0,0.0,3096,0.0,1,346.0,0.0,622.0
TSR0676,965,346,716.0,708.0,3015,532.0,1,159.0,0.0,908.0
TTD1000,692,346,0.0,0.0,3000,0.0,1,346.0,0.0,608.0
TUC0632,692,346,0.0,0.0,1019,0.0,1,346.0,0.0,0.0
TVS0006,996,366,0.0,0.0,8994,0.0,3,0.0,0.0,3636.0
TVS0050,1339,533,0.0,0.0,6253,0.0,3,545.0,18.0,1880.0
TYB0779,962,346,0.0,0.0,989,0.0,1,0.0,0.0,420.0
UAD0771,1014,367,696.0,688.0,996,1873.0,2,0.0,0.0,309.0
UBF0645,692,346,0.0,0.0,1005,0.0,1,346.0,0.0,0.0
UCH0519,558,279,0.0,0.0,812,0.0,1,0.0,0.0,155.0
UCS0227,692,346,0.0,0.0,3048,0.0,1,351.0,0.0,0.0
UFK0208,1140,436,0.0,0.0,4709,0.0,2,361.0,0.0,911.0
UIR0043,2860,1430,0.0,0.0,3720,0.0,631,2072.0,0.0,761.0
UJC0737,692,346,0.0,0.0,4987,0.0,1,156.0,0.0,1011.0
USH0199,698,349,112.0,110.0,3052,142.0,4,351.0,0.0,952.0
VAA0087,1108,417,0.0,0.0,3011,0.0,3,365.0,0.0,922.0
VCC0396,1138,440,719.0,714.0,3021,1616.0,2,481.0,8.0,1226.0
VCY0751,966,346,0.0,0.0,5021,0.0,1,174.0,0.0,2010.0
VEB0935,692,346,0.0,0.0,3011,0.0,1,346.0,0.0,0.0
VFM0814,767,291,90.0,90.0,2110,122.0,2,248.0,0.0,227.0
VIA0063,692,346,2751.0,2737.0,4701,8524.0,1,171.0,0.0,439.0
VLB0647,692,346,0.0,0.0,1018,0.0,1,346.0,0.0,389.0
VMJ0147,692,346,0.0,0.0,4711,0.0,1,0.0,0.0,1846.0
VMJ0546,962,346,709.0,701.0,3016,3373.0,1,159.0,0.0,1235.0
VSA0230,905,345,98.0,96.0,2587,389.0,3,300.0,0.0,762.0
VSS0154,427,214,462.0,460.0,2301,405.0,1,0.0,0.0,675.0
VTT0385,758,379,2743.0,2727.0,2964,409.0,32,174.0,0.0,314.0
WAB0143,508,254,0.0,0.0,2211,0.0,1,254.0,0.0,0.0
WAS0254,963,346,0.0,0.0,3052,0.0,1,346.0,0.0,604.0
WBC0192,1034,381,134.0,132.0,4704,415.0,3,372.0,0.0,1863.0
WBC0315,692,346,0.0,0.0,5019,0.0,1,346.0,0.0,1039.0
WDD0366,2669,1219,6.0,6.0,3215,6.0,570,1456.0,0.0,994.0
WDO0870,876,438,0.0,0.0,4628,0.0,21,495.0,10.0,474.0
WDV0573,982,491,0.0,0.0,353,0.0,3,134.0,13.0,122.0
WGR0833,692,346,0.0,0.0,339,0.0,1,346.0,0.0,0.0
WGS0516,692,346,0.0,0.0,1006,0.0,1,0.0,0.0,0.0
WIF0691,972,356,2732.0,2723.0,3013,8267.0,2,207.0,0.0,291.0
WIQ0567,1240,442,437.0,430.0,3876,1955.0,1,0.0,267.0,1554.0
WJD0576,692,346,0.0,0.0,334,0.0,1,0.0,0.0,35.0
WKD0013,814,407,0.0,0.0,6076,0.0,3,77.0,12.0,623.0
WKF0012,692,346,0.0,0.0,6056,0.0,1,346.0,0.0,1211.0
WLV0566,692,346,0.0,0.0,3007,0.0,1,0.0,0.0,288.0
WNB0908,954,346,0.0,0.0,999,0.0,1,0.0,0.0,309.0
WPE0538,692,346,0.0,0.0,1007,0.0,1,0.0,0.0,411.0
WPR0368,3470,1735,0.0,0.0,4534,0.0,720,1988.0,650.0,431.0
WRM0963,509,185,0.0,0.0,168,0.0,3,184.0,0.0,58.0
WSR0241,842,421,0.0,0.0,3349,0.0,30,163.0,0.0,1032.0
WTF0387,692,346,0.0,0.0,3034,0.0,1,154.0,0.0,618.0
WTR0563,692,346,0.0,0.0,2992,0.0,1,0.0,0.0,0.0
WVB0539,692,346,0.0,0.0,4629,0.0,1,155.0,0.0,467.0
WXH0872,950,475,702.0,701.0,5074,826.0,3,399.0,1.0,1525.0
XAA0104,967,346,138.0,136.0,3039,437.0,1,346.0,0.0,932.0
XBN0229,692,346,0.0,0.0,2991,0.0,1,361.0,0.0,608.0
XHG0902,692,346,0.0,0.0,1013,0.0,1,0.0,0.0,232.0
XHW0498,390,195,423.0,423.0,2827,386.0,1,0.0,0.0,1100.0
XLB0710,692,346,0.0,0.0,338,0.0,1,346.0,0.0,0.0
XRS0633,958,346,0.0,0.0,1012,0.0,1,346.0,0.0,216.0
XWD0923,688,250,525.0,522.0,2443,5915.0,1,250.0,0.0,764.0
YCE0983,692,346,0.0,0.0,3027,0.0,1,346.0,0.0,1217.0
YDN0198,976,354,0.0,0.0,3693,0.0,2,348.0,0.0,1102.0
YEV0793,692,346,0.0,0.0,3005,0.0,1,0.0,0.0,607.0
YIC0195,1174,448,0.0,0.0,3716,0.0,3,0.0,233.0,1149.0
YJF0532,1150,435,0.0,0.0,994,0.0,3,0.0,0.0,285.0
YJV0699,692,346,0.0,0.0,340,0.0,1,346.0,0.0,0.0
YWW0660,522,261,0.0,0.0,771,0.0,1,261.0,0.0,0.0
ZCF0590,692,346,0.0,0.0,329,0.0,1,0.0,0.0,0.0
ZDW0859,991,363,0.0,0.0,5020,0.0,18,355.0,0.0,1542.0
ZFM0468,692,346,0.0,0.0,336,0.0,1,156.0,0.0,79.0
ZJE0857,786,393,0.0,0.0,5362,0.0,2,368.0,34.0,530.0
ZJS0269,692,346,0.0,0.0,3010,0.0,1,346.0,0.0,0.0
ZKS0899,770,385,2991.0,2977.0,1015,8537.0,2,0.0,0.0,104.0
ZMC0284,692,346,0.0,0.0,2997,0.0,1,0.0,0.0,627.0
ZSB0649,692,346,0.0,0.0,1017,0.0,1,346.0,0.0,413.0
ZSK0258,692,346,0.0,0.0,3000,0.0,1,346.0,0.0,325.0
ZSL0305,692,346,0.0,0.0,337,0.0,1,0.0,0.0,39.0
